#OTU ID	description	HC-DS	HC-HD	HC-HX	HC-XY
K00039	rbtD; ribitol 2-dehydrogenase [EC:1.1.1.56]	0.0	0.176662003690315	48.6816811491399	0.253148521864003
K00040	uxuB; fructuronate reductase [EC:1.1.1.57]	1261.64967520945	1495.92371797703	1011.8143023649	1832.60038102321
K00041	uxaB; tagaturonate reductase [EC:1.1.1.58]	288.052314374352	310.329592076526	14.7197961214022	500.846461999128
K00042	garR, glxR; 2-hydroxy-3-oxopropionate reductase [EC:1.1.1.60]	1946.16320495871	3011.42755781648	2483.43220090298	3918.9553465245
K00043	gbd; 4-hydroxybutyrate dehydrogenase [EC:1.1.1.61]	0.0	1.76986478509395e-53	0.0	2.53613479348445e-53
K00045	E1.1.1.67, mtlK; mannitol 2-dehydrogenase [EC:1.1.1.67]	66.28	1319.69999919335	2.63422860007321	507.97
K00046	idnO; gluconate 5-dehydrogenase [EC:1.1.1.69]	1872.16404208125	2059.72194895642	1147.80938681897	1875.06323205342
K00048	fucO; lactaldehyde reductase [EC:1.1.1.77]	105.338922843914	20.4787051822285	5.83157434094824	350.008030940049
K00049	GRHPR; glyoxylate/hydroxypyruvate reductase [EC:1.1.1.79 1.1.1.81]	0.0	3.60769047911717e-127	0.0	5.16965444211941e-127
K00050	ttuD; hydroxypyruvate reductase [EC:1.1.1.81]	70.7650126373736	1355.9014386505	71.0	524.30773692818
K00051	E1.1.1.82; malate dehydrogenase (NADP+) [EC:1.1.1.82]	0.041608740037205	7.62687388009718e-55	0.053478317916157	1.09289593056712e-54
K00052	leuB, IMDH; 3-isopropylmalate dehydrogenase [EC:1.1.1.85]	11256.8966999711	13162.3440632408	12878.8078325902	12615.0066801555
K00053	ilvC; ketol-acid reductoisomerase [EC:1.1.1.86]	10450.5888576609	12299.19636328	11904.8763651275	11837.2134681648
K00054	mvaA; hydroxymethylglutaryl-CoA reductase [EC:1.1.1.88]	3.74296599197191	3.95137016814851e-50	75.9667952290797	67.95
K00055	E1.1.1.90; aryl-alcohol dehydrogenase [EC:1.1.1.90]	2.3332259550084	10.6127756881358	128.931306224169	8.75954775532362
K00057	gpsA; glycerol-3-phosphate dehydrogenase (NAD(P)+) [EC:1.1.1.94]	11449.6951051227	13403.3058315638	12851.5583064377	12850.6171307575
K00058	serA, PHGDH; D-3-phosphoglycerate dehydrogenase / 2-oxoglutarate reductase [EC:1.1.1.95 1.1.1.399]	22771.398412369	25959.3990742404	26071.3807278232	25389.9047514189
K00059	fabG; 3-oxoacyl-[acyl-carrier protein] reductase [EC:1.1.1.100]	38017.5083772431	44191.1942732239	44362.7127060801	44436.4653553964
K00060	tdh; threonine 3-dehydrogenase [EC:1.1.1.103]	9682.88425482022	10445.6653379329	11397.7178736663	9882.42463254456
K00064	E1.1.1.122; D-threo-aldose 1-dehydrogenase [EC:1.1.1.122]	916.730829487232	1435.34482922855	1266.02809162459	1083.24652031801
K00065	kduD; 2-dehydro-3-deoxy-D-gluconate 5-dehydrogenase [EC:1.1.1.127]	11384.1302618865	11655.3551600034	12667.9224785793	12010.0914815771
K00066	algD; GDP-mannose 6-dehydrogenase [EC:1.1.1.132]	0.0	0.373158657482796	0.0	4.1383546320657594e-49
K00067	rfbD, rmlD; dTDP-4-dehydrorhamnose reductase [EC:1.1.1.133]	11133.4375495042	16311.9371328335	11801.9497094395	13949.1221844995
K00068	srlD; sorbitol-6-phosphate 2-dehydrogenase [EC:1.1.1.140]	1041.78818832581	930.806984851809	996.341519830993	982.268749890159
K00073	allD; ureidoglycolate dehydrogenase (NAD+) [EC:1.1.1.350]	9.99487269424754	5.66501894883993	0.031942498320141	203.242087582614
K00074	paaH, hbd, fadB, mmgB; 3-hydroxybutyryl-CoA dehydrogenase [EC:1.1.1.157]	1651.10209889529	1626.12077594181	992.085835587555	3534.13971462387
K00075	murB; UDP-N-acetylmuramate dehydrogenase [EC:1.3.1.98]	10497.1229545868	12300.766258906	11944.5559394036	11797.2076180223
K00076	hdhA; 7-alpha-hydroxysteroid dehydrogenase [EC:1.1.1.159]	0.142910931976798	1.93629626226089e-38	2.37843460681119	2.77462344161679e-38
K00077	panE, apbA; 2-dehydropantoate 2-reductase [EC:1.1.1.169]	11772.061238881	14464.9018254151	12441.3301626787	12415.8588798971
K00078	DHDH; dihydrodiol dehydrogenase / D-xylose 1-dehydrogenase (NADP) [EC:1.3.1.20 1.1.1.179]	0.0	1.17046462270158e-128	0.0	1.67722194326757e-128
K00082	ribD2; 5-amino-6-(5-phosphoribosylamino)uracil reductase [EC:1.1.1.193]	0.0	1.70036280927673e-06	0.815584766662626	2.43654166039852e-06
K00083	E1.1.1.195; cinnamyl-alcohol dehydrogenase [EC:1.1.1.195]	0.0	2.66309995853242e-125	0.0	3.81609969317659e-125
K00086	dhaT; 1,3-propanediol dehydrogenase [EC:1.1.1.202]	430.39661779359	4.38765088265898e-13	0.415269474232228	6.28730180909471e-13
K00087	ygeS, xdhA; xanthine dehydrogenase molybdenum-binding subunit [EC:1.17.1.4]	341.65112762452	9.00000000008537	0.057922936811778	499.892721930105
K00088	IMPDH, guaB; IMP dehydrogenase [EC:1.1.1.205]	18890.3011618749	21181.5254365234	21618.0503720201	20648.2235713456
K00090	ghrB; glyoxylate/hydroxypyruvate/2-ketogluconate reductase [EC:1.1.1.79 1.1.1.81 1.1.1.215]	0.0	19.0160532101438	680.793444473961	1477.00002435487
K00091	E1.1.1.219; dihydroflavonol-4-reductase [EC:1.1.1.219]	0.08811635231419	3.55223220572821	140.604194660319	0.322575547178504
K00093	mdh; methanol dehydrogenase [EC:1.1.1.244]	0.0	8.89610566834691e-127	0.0	1.2747710052218e-126
K00094	E1.1.1.251, gatD; galactitol-1-phosphate 5-dehydrogenase [EC:1.1.1.251]	4.5946070410223	1.72762165609512	0.14085801095911	96.0996801244678
K00096	araM, egsA; glycerol-1-phosphate dehydrogenase [NAD(P)+] [EC:1.1.1.261]	420.139864743166	543.970000732162	7.62600323154539	10.7102566431446
K00097	pdxA; 4-hydroxythreonine-4-phosphate dehydrogenase [EC:1.1.1.262]	11942.0386155245	13792.2059348654	13860.6568928827	14531.0584635634
K00098	idnD; L-idonate 5-dehydrogenase [EC:1.1.1.264]	0.0	22.6640819706234	0.0	196.426586534847
K00099	dxr; 1-deoxy-D-xylulose-5-phosphate reductoisomerase [EC:1.1.1.267]	11304.6678442915	13129.220425922	12842.5656871176	12857.3746685749
K00100	bdhAB; butanol dehydrogenase [EC:1.1.1.-]	8722.97359004617	9293.37891719925	10057.1141478798	8972.98657620016
K00101	lldD; L-lactate dehydrogenase (cytochrome) [EC:1.1.2.3]	8863.91550428505	9589.83975121307	11183.3958947293	10498.175862414
K00102	LDHD, dld; D-lactate dehydrogenase (cytochrome) [EC:1.1.2.4]	147.530417781331	9.0	171.045833276603	67.95
K00103	GULO; L-gulonolactone oxidase [EC:1.1.3.8]	0.0	6.4223734268529306e-52	1.89	9.202965583456751e-52
K00104	glcD; glycolate oxidase [EC:1.1.3.15]	1238.18733764723	1861.47	173.868506534679	810.062472730006
K00105	E1.1.3.21; alpha-glycerophosphate oxidase [EC:1.1.3.21]	0.0	1.50613589709251e-48	0.0	2.15822343294404e-48
K00106	XDH; xanthine dehydrogenase/oxidase [EC:1.17.1.4 1.17.3.2]	0.0	1.3470691554995599e-55	0.0	1.9302881119874898e-55
K00107	ALO; D-arabinono-1,4-lactone oxidase [EC:1.1.3.37]	0.0	1.7986506118991699e-56	0.0	2.57738355866402e-56
K00108	betA, CHDH; choline dehydrogenase [EC:1.1.99.1]	16080.7819766306	18787.124220306	19453.5566316665	17945.7941317094
K00109	L2HGDH; 2-hydroxyglutarate dehydrogenase [EC:1.1.99.2]	0.0	2.9244992426735197e-55	0.0	4.19067283858611e-55
K00111	glpA, glpD; glycerol-3-phosphate dehydrogenase [EC:1.1.5.3]	22602.0868533062	25811.5042129589	25782.4536716164	25104.7649533218
K00112	glpB; glycerol-3-phosphate dehydrogenase subunit B [EC:1.1.5.3]	7990.25998486579	8655.94017308966	9389.05998601807	8214.17984489268
K00113	glpC; glycerol-3-phosphate dehydrogenase subunit C [EC:1.1.5.3]	7993.58172815947	8658.80294267459	9389.06	8214.17985693752
K00114	exaA; alcohol dehydrogenase (cytochrome c) [EC:1.1.2.8]	49.7106557441925	981.387945704223	68.0	380.982525624283
K00116	mqo; malate dehydrogenase (quinone) [EC:1.1.5.4]	389.859556512169	1327.77634184377	515.099429276102	1762.08211082611
K00117	gcd; quinoprotein glucose dehydrogenase [EC:1.1.5.2]	215.409344255808	4279.52634738883	1428.47037935202	4072.60065749511
K00118	gfo; glucose-fructose oxidoreductase [EC:1.1.99.28]	0.0	1.6779329357925298e-49	0.0	2.40440068384718e-49
K00121	frmA, ADH5, adhC; S-(hydroxymethyl)glutathione dehydrogenase / alcohol dehydrogenase [EC:1.1.1.284 1.1.1.1]	8698.25093229974	10622.3963953849	10593.708945146	11300.6512221639
K00122	FDH; formate dehydrogenase [EC:1.17.1.9]	0.6247694435812	2.3513395586417102e-14	0.803059365059697	3.36936138635646e-14
K00123	fdoG, fdhF, fdwA; formate dehydrogenase major subunit [EC:1.17.1.9]	9799.3961912882	15117.3323479463	10893.2433424086	11601.9661688028
K00124	fdoH, fdsB; formate dehydrogenase iron-sulfur subunit	3140.50765300044	5812.5544494273	3630.88782770866	4267.50443273503
K00125	fdhB; formate dehydrogenase (coenzyme F420) beta subunit [EC:1.17.98.3 1.8.98.6]	0.0	1.53437827788232e-53	0.0	2.19869346499119e-53
K00126	fdsD; formate dehydrogenase subunit delta [EC:1.17.1.9]	0.0	9.0	48.6816811491399	67.95
K00127	fdoI, fdsG; formate dehydrogenase subunit gamma	3959.56806643461	6642.20340460877	4486.53845229585	5046.08931234871
K00128	ALDH; aldehyde dehydrogenase (NAD+) [EC:1.2.1.3]	13078.5181794784	16576.8517165757	15753.9883480007	14813.0639980431
K00129	E1.2.1.5; aldehyde dehydrogenase (NAD(P)+) [EC:1.2.1.5]	0.0	9.24655502571958e-20	0.0	1.3249887854766902e-19
K00130	betB, gbsA; betaine-aldehyde dehydrogenase [EC:1.2.1.8]	7064.99259385114	8599.13634175612	9033.14123819838	8758.53963598275
K00131	gapN; glyceraldehyde-3-phosphate dehydrogenase (NADP+) [EC:1.2.1.9]	225.387068768631	1856.97	314.453733596029	508.322603991175
K00132	E1.2.1.10; acetaldehyde dehydrogenase (acetylating) [EC:1.2.1.10]	46.9092715033849	7.896894918349161e-54	7.44692502214307	0.066420684082949
K00133	asd; aspartate-semialdehyde dehydrogenase [EC:1.2.1.11]	20984.6832768397	23524.3116957949	24143.0631507908	22582.4922336056
K00134	GAPDH, gapA; glyceraldehyde 3-phosphate dehydrogenase [EC:1.2.1.12]	29581.6848801858	35180.2628741767	34116.538065311	32912.8206827505
K00135	gabD; succinate-semialdehyde dehydrogenase / glutarate-semialdehyde dehydrogenase [EC:1.2.1.16 1.2.1.79 1.2.1.20]	22481.4713688979	26577.1037628244	27636.6894623612	26920.895376469
K00137	prr; aminobutyraldehyde dehydrogenase [EC:1.2.1.19]	0.0	32.4280116403338	0.0	129.571262597925
K00138	aldB; aldehyde dehydrogenase [EC:1.2.1.-]	10944.0510822781	13619.0710382371	12429.639036072	12314.8798287953
K00140	mmsA, iolA, ALDH6A1; malonate-semialdehyde dehydrogenase (acetylating) / methylmalonate-semialdehyde dehydrogenase [EC:1.2.1.18 1.2.1.27]	10051.4286526519	12892.6490123205	12348.5575040961	13626.1073716139
K00141	xylC; benzaldehyde dehydrogenase (NAD) [EC:1.2.1.28]	0.0	0.176667276727758	366.679112188449	0.253377562628038
K00145	argC; N-acetyl-gamma-glutamyl-phosphate reductase [EC:1.2.1.38]	10525.5891523302	13934.4377698286	11966.9667675713	12540.1848846149
K00146	feaB; phenylacetaldehyde dehydrogenase [EC:1.2.1.39]	0.0	18.0621981057404	664.964483826521	1313.57252034463
K00147	proA; glutamate-5-semialdehyde dehydrogenase [EC:1.2.1.41]	23822.1398303367	26749.6224078973	27617.2348014983	25373.2919371
K00148	fdhA; glutathione-independent formaldehyde dehydrogenase [EC:1.2.1.46]	0.0	2.3779143608752702e-14	1.20764769292083	3.40744185506917e-14
K00150	gap2; glyceraldehyde-3-phosphate dehydrogenase (NAD(P)) [EC:1.2.1.59]	0.0	4.73289375675498e-53	3.20777206136262e-05	6.78201896069392e-53
K00151	hpaE, hpcC; 5-carboxymethyl-2-hydroxymuconic-semialdehyde dehydrogenase [EC:1.2.1.60]	984.649087700228	708.13715295325	927.95683737212	825.257329595191
K00152	nahF; salicylaldehyde dehydrogenase [EC:1.2.1.65]	41.4246721279038	817.806027147889	0.0	317.478737187859
K00153	E1.1.1.306; S-(hydroxymethyl)mycothiol dehydrogenase [EC:1.1.1.306]	0.0	6.176191296117e-54	1.09345752557463	8.850197918631781e-54
K00154	E1.2.1.68; coniferyl-aldehyde dehydrogenase [EC:1.2.1.68]	11362.0389960239	13388.0754724066	14223.5193574205	14057.6182725631
K00156	poxB; pyruvate dehydrogenase (quinone) [EC:1.2.5.1]	66.28	1328.52708646176	36.0549112942745	732.265395144625
K00158	E1.2.3.3, poxL; pyruvate oxidase [EC:1.2.3.3]	3.5	2.64170384358716e-54	4.23112962029675	3.78544004504127e-54
K00161	PDHA, pdhA; pyruvate dehydrogenase E1 component alpha subunit [EC:1.2.4.1]	9642.75069231388	9582.9308146564	10403.6861218552	10027.1610443705
K00162	PDHB, pdhB; pyruvate dehydrogenase E1 component beta subunit [EC:1.2.4.1]	9642.79230105392	9584.58887362895	10403.850299964	10027.1610443705
K00163	aceE; pyruvate dehydrogenase E1 component [EC:1.2.4.1]	10551.4247535907	12578.2548067718	12955.2425331981	12568.4412194963
K00164	OGDH, sucA; 2-oxoglutarate dehydrogenase E1 component [EC:1.2.4.2]	10875.0040527227	12566.363283937	12808.4975780284	12363.3286555626
K00166	BCKDHA, bkdA1; 2-oxoisovalerate dehydrogenase E1 component alpha subunit [EC:1.2.4.4]	554.365971213405	245.267346565582	328.430689779413	289.83295464122
K00167	BCKDHB, bkdA2; 2-oxoisovalerate dehydrogenase E1 component beta subunit [EC:1.2.4.4]	554.365971213405	245.267346565582	328.430689779413	289.83295464122
K00169	porA; pyruvate ferredoxin oxidoreductase alpha subunit [EC:1.2.7.1]	15.0802555732805	6.857613779272129e-30	6.4413377990816	3.59476649896337
K00170	porB; pyruvate ferredoxin oxidoreductase beta subunit [EC:1.2.7.1]	14.9315985221422	6.857613779272129e-30	5.35735155034305	3.59476649896337
K00171	porD; pyruvate ferredoxin oxidoreductase delta subunit [EC:1.2.7.1]	14.929884479846	1.52770418209593e-40	5.35514854927262	3.59476649896337
K00172	porG; pyruvate ferredoxin oxidoreductase gamma subunit [EC:1.2.7.1]	162.259036905986	6.857613779272129e-30	6.44779083606519	3.59476649896337
K00174	korA, oorA, oforA; 2-oxoglutarate/2-oxoacid ferredoxin oxidoreductase subunit alpha [EC:1.2.7.3 1.2.7.11]	629.343958131742	584.330000111374	88.6745498480743	476.555872020989
K00175	korB, oorB, oforB; 2-oxoglutarate/2-oxoacid ferredoxin oxidoreductase subunit beta [EC:1.2.7.3 1.2.7.11]	636.553961394218	584.330000111323	88.6745498480743	480.150638519952
K00176	korD, oorD; 2-oxoglutarate ferredoxin oxidoreductase subunit delta [EC:1.2.7.3]	127.07315842848	20.1800000000516	36.4852083078642	277.979743356855
K00177	korC, oorC; 2-oxoglutarate ferredoxin oxidoreductase subunit gamma [EC:1.2.7.3]	139.83106976512	20.18	44.1373339063222	277.979743356855
K00179	iorA; indolepyruvate ferredoxin oxidoreductase, alpha subunit [EC:1.2.7.8]	863.629446243724	696.828281320068	782.285534766632	1587.34445111431
K00180	iorB; indolepyruvate ferredoxin oxidoreductase, beta subunit [EC:1.2.7.8]	860.258549363405	696.828281097577	782.210682548669	1587.37175386138
K00183	K00183; prokaryotic molybdopterin-containing oxidoreductase family, molybdopterin binding subunit	0.0	4.08380301243462e-53	0.0	5.85190179317697e-53
K00184	K00184; prokaryotic molybdopterin-containing oxidoreductase family, iron-sulfur binding subunit	5.48244460961855	6.73661165253219e-50	0.0	3.59476649896337
K00185	K00185; prokaryotic molybdopterin-containing oxidoreductase family, membrane subunit	5.48244460961855	6.730586892537329e-50	0.0	3.59476649896337
K00186	vorA; 2-oxoisovalerate ferredoxin oxidoreductase, alpha subunit [EC:1.2.7.7]	0.0	1.1933476865832401e-54	0.0	1.71001232080409e-54
K00187	vorB; 2-oxoisovalerate ferredoxin oxidoreductase, beta subunit [EC:1.2.7.7]	0.0	1.86416454285979e-53	0.0	2.67126200698761e-53
K00188	vorD; 2-oxoisovalerate ferredoxin oxidoreductase, delta subunit [EC:1.2.7.7]	0.0	4.13425176945991e-56	0.0	5.924192540502669e-56
K00189	vorG; 2-oxoisovalerate ferredoxin oxidoreductase, gamma subunit [EC:1.2.7.7]	0.0	1.6034323603627002e-53	0.0	2.29764478753606e-53
K00192	cdhA; acetyl-CoA decarbonylase/synthase complex subunit alpha [EC:1.2.7.4]	0.0	3.0501105819709897e-56	0.0	4.370668107564559e-56
K00193	cdhC; acetyl-CoA decarbonylase/synthase complex subunit beta [EC:2.3.1.-]	0.0	4.43036140366934e-56	0.0	6.34850402030005e-56
K00194	cdhD, acsD; acetyl-CoA decarbonylase/synthase complex subunit delta [EC:2.1.1.245]	10.7633176817534	8.34938874958024e-53	0.0	3.59476649896337
K00195	cdhB; acetyl-CoA decarbonylase/synthase complex subunit epsilon	0.0	3.5187442785984197e-56	0.0	5.042198629797639e-56
K00196	cooF; anaerobic carbon-monoxide dehydrogenase iron sulfur subunit	107.344849545098	1.10040196597905e-52	5.2859028537527	250.14834581488
K00197	cdhE, acsC; acetyl-CoA decarbonylase/synthase complex subunit gamma [EC:2.1.1.245]	10.7633176817534	1.0038693919140501e-52	0.0	3.59476649896337
K00198	cooS, acsA; anaerobic carbon-monoxide dehydrogenase catalytic subunit [EC:1.2.7.4]	136.53153698282	2.57052701888321e-27	20.4997064554322	455.750895163098
K00200	fwdA, fmdA; formylmethanofuran dehydrogenase subunit A [EC:1.2.7.12]	0.0	7.53410092796037e-51	0.0	1.07960199343757e-50
K00201	fwdB, fmdB; formylmethanofuran dehydrogenase subunit B [EC:1.2.7.12]	0.0	7.53358662969086e-51	0.0	1.0795282968621799e-50
K00202	fwdC, fmdC; formylmethanofuran dehydrogenase subunit C [EC:1.2.7.12]	0.0	7.53335417784741e-51	0.0	1.07949498758269e-50
K00203	fwdD, fmdD; formylmethanofuran dehydrogenase subunit D [EC:1.2.7.12]	0.0	5.851782080992401e-54	0.0	8.38533444163977e-54
K00204	fwdH; 4Fe-4S ferredoxin	0.0	2.84457041124138e-56	0.0	4.0761385012147596e-56
K00205	fwdF, fmdF; 4Fe-4S ferredoxin	0.0	6.35179068558718e-50	0.0	9.10182376321647e-50
K00208	fabI; enoyl-[acyl-carrier protein] reductase I [EC:1.3.1.9 1.3.1.10]	389.859556512169	1362.40116417059	640.559509014514	1918.00022382892
K00209	fabV, ter; enoyl-[acyl-carrier protein] reductase / trans-2-enoyl-CoA reductase (NAD+) [EC:1.3.1.9 1.3.1.44]	20979.6805927479	22460.8112417659	24428.2925555336	21139.6323833935
K00210	E1.3.1.12; prephenate dehydrogenase [EC:1.3.1.12]	0.0	20.1800001112713	163.499500368567	842.711593809505
K00211	TYR1; prephenate dehydrogenase (NADP+) [EC:1.3.1.13]	0.0	2.5198128350298198e-55	0.0	3.61077583881561e-55
K00213	DHCR7; 7-dehydrocholesterol reductase [EC:1.3.1.21]	0.0	2.46521158562929e-52	0.0	3.53253476100071e-52
K00214	BLVRA, bvdR; biliverdin reductase [EC:1.3.1.24]	0.0	3.40979039809294e-54	0.0	4.88607273274476e-54
K00215	dapB; 4-hydroxy-tetrahydrodipicolinate reductase [EC:1.17.1.8]	10635.1304144846	12298.15	11981.9961851664	12529.9088505941
K00216	entA; 2,3-dihydro-2,3-dihydroxybenzoate dehydrogenase [EC:1.3.1.28]	2447.01693882862	2608.20154991664	3054.07589018932	3458.66974394053
K00217	E1.3.1.32; maleylacetate reductase [EC:1.3.1.32]	0.0	3.09304063896837e-12	165.36336229828	0.176418930198026
K00218	por; protochlorophyllide reductase [EC:1.3.1.33]	0.0	1.51000640722408e-53	0.0	2.163769695854e-53
K00219	fadH; 2,4-dienoyl-CoA reductase (NADPH2) [EC:1.3.1.34]	10551.6248567208	12557.2406187931	13219.6712023386	13417.2166208692
K00220	tyrC; cyclohexadieny/prephenate dehydrogenase [EC:1.3.1.43 1.3.1.12]	0.0	9.0	0.0	3.12315561156022e-53
K00221	E4.99.1.2; alkylmercury lyase [EC:4.99.1.2]	0.0	1.42089283826207e-14	3.20777206136262e-05	48.0
K00226	pyrD; dihydroorotate dehydrogenase (fumarate) [EC:1.3.98.1]	97.8422225240213	20.1800000000516	8.32856186472964	246.62
K00227	SC5DL, ERG3; Delta7-sterol 5-desaturase [EC:1.14.19.20]	0.0	4.60011214932277e-51	0.0	6.59174902743134e-51
K00228	CPOX, hemF; coproporphyrinogen III oxidase [EC:1.3.3.3]	10551.424753257	12564.9016187387	12771.2856194691	12347.286571333
K00230	hemG; menaquinone-dependent protoporphyrinogen oxidase [EC:1.3.5.3]	9687.21877551845	10416.8742512712	11324.7820352844	10045.4373139369
K00231	PPOX, hemY; protoporphyrinogen/coproporphyrinogen III oxidase [EC:1.3.3.4 1.3.3.15]	323.579556512169	2.5788145701379596e-11	5.10937333541642	7.89627496818863e-24
K00232	E1.3.3.6, ACOX1, ACOX3; acyl-CoA oxidase [EC:1.3.3.6]	0.0	0.00024507538427	1.78305776744283	0.000351181748068
K00239	sdhA, frdA; succinate dehydrogenase / fumarate reductase, flavoprotein subunit [EC:1.3.5.1 1.3.5.4]	10913.2972087585	12586.2967915578	12806.6868715305	12369.9354420798
K00240	sdhB, frdB; succinate dehydrogenase / fumarate reductase, iron-sulfur subunit [EC:1.3.5.1 1.3.5.4]	10100.5024956975	11753.5797310629	11896.2800742946	11594.1882345581
K00241	sdhC, frdC; succinate dehydrogenase / fumarate reductase, cytochrome b subunit	10131.2442286697	12570.2934560034	11909.7580853708	11906.5233606245
K00242	sdhD, frdD; succinate dehydrogenase / fumarate reductase, membrane anchor subunit	8440.39957414133	10322.2848794459	10352.2606741089	10262.6430973664
K00243	K00243; uncharacterized protein	10497.036614101	12268.9400004124	11341.0628781839	10681.8508951631
K00244	frdA; fumarate reductase flavoprotein subunit [EC:1.3.5.4]	13190.9167064231	14552.5099802598	14993.8643407447	13356.2169005859
K00245	frdB; fumarate reductase iron-sulfur subunit [EC:1.3.5.4]	10488.5996156906	11233.2596627858	12195.2953192938	10628.5154419334
