pathway	description	HC-DS	HC-HD	HC-HX	HC-XY
ko00450	Selenocompound metabolism	6849.540000000002	6511.667333333334	7637.488666666668	6306.5093333333325
ko00460	Cyanoamino acid metabolism	3146.664285714286	3066.9871428571428	0.0	2937.127142857143
ko00471	D-Glutamine and D-glutamate metabolism	5621.649999999999	5195.956666666666	6135.243333333333	5154.06
ko00472	D-Arginine and D-ornithine metabolism	175.0	10.0	0.86	82.0
ko00473	D-Alanine metabolism	8911.366666666667	8420.72	9965.916666666666	8242.913333333334
ko00480	Glutathione metabolism	7020.3	6753.3357894736855	8184.633157894738	6599.685263157893
ko00500	Starch and sucrose metabolism	5939.221249999998	5674.603249999997	6563.208249999999	5415.4375
ko00510	N-Glycan biosynthesis	221.4090909090909	198.7859090909091	241.28181818181815	200.58454545454543
ko00511	Other glycan degradation	2257.2125	2283.10875	2323.665	2052.1475
ko00520	Amino sugar and nucleotide sugar metabolism	4579.312037037034	4332.745185185186	5022.607222222222	4192.176666666666
ko00521	Streptomycin biosynthesis	3905.861111111112	3684.202222222222	4162.692222222222	3584.9311111111115
ko00531	Glycosaminoglycan degradation	0.0	707.2557142857142	0.0	0.0
ko00540	Lipopolysaccharide biosynthesis	5565.883333333333	5268.242666666667	6411.949999999999	5147.417333333333
ko00550	Peptidoglycan biosynthesis	6695.7947368421055	6240.193157894736	7360.695789473686	6129.241052631578
ko00561	Glycerolipid metabolism	2105.165625	1975.1475000000005	2289.6790625000003	1928.465
ko00562	Inositol phosphate metabolism	1778.6804347826087	1700.1660869565217	2040.2339130434784	1670.373043478261
ko00564	Glycerophospholipid metabolism	3099.28375	2923.547	3485.2052500000004	2880.517999999999
ko00591	Linoleic acid metabolism	128.31666666666666	106.16666666666669	96.325	104.11666666666667
ko00600	Sphingolipid metabolism	605.16	617.854	0.0	553.441
ko00620	Pyruvate metabolism	5839.399999999998	5538.789999999998	6558.894054054053	5436.992432432431
ko00621	Dioxin degradation	1612.4714285714283	1500.44	1817.0757142857144	0.0
ko00624	Polycyclic aromatic hydrocarbon degradation	0.0	0.0	0.0	33.294117647058826
ko00625	Chloroalkane and chloroalkene degradation	2007.5730769230768	1834.0284615384617	0.0	1750.706153846154
ko00627	Aminobenzoate degradation	1389.7316666666668	1361.9886666666669	1667.7486666666666	1337.918
ko00630	Glyoxylate and dicarboxylate metabolism	4064.984848484849	3861.5769696969696	4626.755454545455	3790.813939393939
ko00633	Nitrotoluene degradation	2363.936363636364	2192.0600000000004	2635.4918181818184	2150.758181818182
ko00640	Propanoate metabolism	3458.946969696969	3284.712424242424	3920.842121212122	3256.267878787878
ko00643	Styrene degradation	602.3777777777777	0.0	0.0	659.7444444444444
ko00650	Butanoate metabolism	5308.421428571427	5030.479428571428	6060.235142857142	4942.129142857142
ko00660	C5-Branched dibasic acid metabolism	8935.716666666667	8480.531666666668	10037.108333333332	8235.893333333333
ko00670	One carbon pool by folate	5417.328571428572	5122.361428571428	6099.595000000001	5039.024285714286
ko00680	Methane metabolism	2179.793010752687	2065.484086021505	2404.5292473118275	2009.878279569892
ko00710	Carbon fixation in photosynthetic organisms	6026.811111111112	5635.85	6704.201666666667	5537.249999999999
ko00720	Carbon fixation pathways in prokaryotes	5064.2264705882335	4766.49970588235	5732.6820588235305	4681.595882352942
ko00730	Thiamine metabolism	5609.559090909092	5180.29	6051.7472727272725	5075.196363636364
ko00740	Riboflavin metabolism	3266.7000000000003	3030.5441666666666	3607.8666666666672	2997.685
ko00750	Vitamin B6 metabolism	5936.543750000001	5681.13875	6786.9575	5511.817500000001
ko00760	Nicotinate and nicotinamide metabolism	5071.466666666665	4805.884999999998	5715.181666666666	4672.628888888888
ko00770	Pantothenate and CoA biosynthesis	7324.686666666667	6838.439333333333	8035.336666666667	6686.563999999999
ko00780	Biotin metabolism	6521.83	6017.048	7259.192	5907.972
ko00785	Lipoic acid metabolism	5152.775	4945.29	6113.485	4865.56
ko00790	Folate biosynthesis	5304.045833333335	5031.890833333334	6055.4175000000005	4909.738333333333
ko00860	Porphyrin and chlorophyll metabolism	2039.8320754716976	1852.673962264151	2119.168113207548	1831.1845283018863
ko00900	Terpenoid backbone biosynthesis	4034.680555555556	3757.332222222223	4425.557222222222	3731.073333333333
ko00906	Carotenoid biosynthesis	0.0	0.2941176470588235	1.7647058823529411	2.647058823529412
ko00908	Zeatin biosynthesis	1405.4125	1301.0725	1533.0275	1288.14
ko00910	Nitrogen metabolism	3359.734999999999	3173.922999999999	3661.316199999999	3080.937999999999
ko00920	Sulfur metabolism	5122.915625000001	4852.94625	5706.50625	4685.31
ko00930	Caprolactam degradation	2184.3142857142857	2159.052857142857	2673.7614285714285	2151.24
ko00941	Flavonoid biosynthesis	0.275	5.95	0.0	2.0
ko00960	Tropane, piperidine and pyridine alkaloid biosynthesis	0.0	2558.52	3022.6875	2509.1800000000003
ko00970	Aminoacyl-tRNA biosynthesis	4938.354687499997	4584.619687499997	5338.425625000002	4526.719374999999
ko00983	Drug metabolism - other enzymes	4536.568181818182	4227.665454545455	0.0	4149.261818181819
ko01040	Biosynthesis of unsaturated fatty acids	2485.9700000000003	2394.3686666666667	2915.8326666666667	2375.7280000000005
ko01051	Biosynthesis of ansamycins	21826.05	20560.66	24061.85	19982.34
ko01053	Biosynthesis of siderophore group nonribosomal peptides	1909.8375	1848.85875	2244.3975	1785.7725000000005
ko01055	Biosynthesis of vancomycin group antibiotics	5853.65	5448.29	6071.16	5246.06
ko02010	ABC transporters	6599.419325153383	6300.285092024534	7360.460429447848	6081.499263803682
ko02020	Two-component system	4256.48571428572	4042.750186335402	4765.634285714278	3926.855403726707
ko02030	Bacterial chemotaxis	9840.526923076925	9217.41	10566.45076923077	8993.54
ko02040	Flagellar assembly	5728.185714285712	5241.746666666668	6051.141904761905	5186.539047619047
ko02060	Phosphotransferase system (PTS)	5975.582894736841	5720.166315789473	6836.724736842104	5513.8178947368415
ko03008	Ribosome biogenesis in eukaryotes	261.5231707317073	248.3921951219512	297.25658536585365	244.30048780487803
ko03010	Ribosome	4205.187499999999	3888.1897222222233	4590.046805555554	3861.728333333333
ko03013	RNA transport	244.39469696969692	231.95257575757572	273.0224242424242	225.5451515151515
ko03018	RNA degradation	2165.519736842105	2023.9039473684209	2400.537105263158	1995.0763157894733
ko03020	RNA polymerase	2374.2050000000004	2167.966	2472.961	2168.2673333333328
ko03030	DNA replication	3636.963461538461	3387.481153846154	4016.641153846155	3357.374615384615
ko03060	Protein export	5010.272499999999	4676.385999999999	5502.924000000001	4594.603999999999
ko03070	Bacterial secretion system	5250.404054054054	5075.880540540539	6036.452972972973	4931.44108108108
ko03410	Base excision repair	3674.957142857143	3437.2409523809524	4063.656666666668	3386.159047619048
ko03420	Nucleotide excision repair	1932.6541666666665	1763.18	2064.220416666667	1776.0616666666667
ko03430	Mismatch repair	5512.1108695652165	5125.072608695651	6053.516956521739	5072.333913043477
ko03440	Homologous recombination	4938.863333333331	4611.987333333332	5469.847333333335	4543.792666666665
ko03450	Non-homologous end-joining	57.65	13.4	29.4	32.6
ko04112	Cell cycle - Caulobacter	4264.509375000001	3964.704375	4627.779375	3914.93
ko04122	Sulfur relay system	5917.945454545456	5607.998181818182	6593.375454545454	5439.82
ko04141	Protein processing in endoplasmic reticulum	85.80289855072463	76.2868115942029	91.77550724637682	79.60231884057971
ko04144	Endocytosis	0.0	0.0	0.1043478260869565	0.0
ko04146	Peroxisome	1083.5657142857144	1041.4722857142856	1258.1662857142858	1036.0120000000002
ko04210	Apoptosis	0.3193548387096774	4.806451612903226	10.520967741935484	9.296774193548387
ko04626	Plant-pathogen interaction	1102.7942857142857	1039.8602857142855	1224.1005714285716	1026.646857142857
ko04910	Insulin signaling pathway	438.4153846153845	407.5735897435897	475.2815384615385	399.9020512820513
ko04974	Protein digestion and absorption	0.0	0.8	2.8160000000000003	1.88
ko05100	Bacterial invasion of epithelial cells	2.9696969696969697	0.0	0.2181818181818182	0.3333333333333333
ko05110	Vibrio cholerae infection	0.34375	7.4375	0.0	2.5
ko05111	Vibrio cholerae pathogenic cycle	1510.6738095238095	1442.1204761904762	1711.7390476190474	1406.4152380952382
ko05120	Epithelial cell signaling in Helicobacter pylori infection	771.0553571428571	721.0592857142857	852.6099999999999	696.6728571428572
ko05143	African trypanosomiasis	283.1333333333333	277.48833333333334	335.0338888888889	266.64222222222224
ko05146	Amoebiasis	0.0	0.3846153846153846	0.0	0.0
ko05150	Staphylococcus aureus infection	603.4772727272727	579.4090909090909	691.8042424242424	561.5151515151515
ko05410	Hypertrophic cardiomyopathy (HCM)	0.0	0.0	2.5657894736842106	2.5921052631578947
