#OTU ID	description	HC-DS	HC-HD	HC-HX	HC-XY
EC:1.1.1.291	2-hydroxymethylglutarate dehydrogenase	3.3217314219447	8.205534588564611e-58	0.0	1.17581534727774e-57
EC:1.1.1.292	1,5-anhydro-D-fructose reductase (1,5-anhydro-D-mannitol-forming)	0.0	9.0	0.0	1.58625208548788e-53
EC:1.1.1.298	3-hydroxypropionate dehydrogenase (NADP(+))	0.0	3.22234363466386e-54	0.0	4.61747014645549e-54
EC:1.1.1.3	Homoserine dehydrogenase	20978.2050671966	23556.1546987649	24707.9798799815	23826.6728803608
EC:1.1.1.30	3-hydroxybutyrate dehydrogenase	1134.54174105999	2240.32233623897	1678.12976265004	2660.97529650649
EC:1.1.1.300	NADP-retinol dehydrogenase	0.0	1.4110799037199299e-40	0.0	2.0220125686159896e-40
EC:1.1.1.301	D-arabitol-phosphate dehydrogenase	0.0	1.1063940292871299e-128	0.0	1.5854117312298398e-128
EC:1.1.1.302	2,5-diamino-6-(ribosylamino)-4(3H)-pyrimidinone 5'-phosphate reductase	3.67779833178561	1.28943445046562e-10	0.341993530842346	3.0289764757081e-54
EC:1.1.1.303	Diacetyl reductase ((R)-acetoin forming)	349.725764220319	521.696044900469	659.108287191512	1540.97011475507
EC:1.1.1.304	Diacetyl reductase ((S)-acetoin forming)	3089.54153121269	3264.32938290241	4250.27803954932	4200.07140566797
EC:1.1.1.305	UDP-glucuronic acid oxidase (UDP-4-keto-hexauronic acid decarboxylating)	0.0	29.8449747711491	0.0	130.562078167676
EC:1.1.1.306	S-(hydroxymethyl)mycothiol dehydrogenase	0.0	6.176191296117e-54	1.09345752557463	8.850197918631781e-54
EC:1.1.1.307	D-xylose reductase	0.0	3.80997684365745e-54	0.0	5.459521493929731e-54
EC:1.1.1.308	Sulfopropanediol 3-dehydrogenase	1783.75100323027	1844.95502152419	1991.83180684202	1715.03589631155
EC:1.1.1.309	Phosphonoacetaldehyde reductase (NADH)	0.0	6.11631516121569e-129	0.0	8.76439817262773e-129
EC:1.1.1.31	3-hydroxyisobutyrate dehydrogenase	20061.1922299885	23187.7981643734	23725.2002407311	22993.1951279844
EC:1.1.1.310	(S)-sulfolactate dehydrogenase	0.0	4.26488314913504e-51	19.9921394563022	67.95
EC:1.1.1.311	(S)-1-phenylethanol dehydrogenase	0.0	5.03646500752101e-57	0.0	7.21702259365702e-57
EC:1.1.1.312	2-hydroxy-4-carboxymuconate semialdehyde hemiacetal dehydrogenase	0.0	1.40914685211345e-48	68.0	2.01924259461679e-48
EC:1.1.1.313	Sulfoacetaldehyde reductase	876.894498384864	2140.62940176489	905.165319293807	1288.17978844908
EC:1.1.1.316	L-galactose 1-dehydrogenase	0.0	3.06230975420578e-54	0.019963903006624	4.38814896000986e-54
EC:1.1.1.320	Benzil reductase ((S)-benzoin forming)	4.30088831119178	2.33763479790335e-48	6.42070981181676	3.34972309486794e-48
EC:1.1.1.325	Sepiapterin reductase (L-threo-7,8-dihydrobiopterin forming)	0.0	2.60315119447661e-54	0.0	3.7301958729363e-54
EC:1.1.1.327	5-exo-hydroxycamphor dehydrogenase	0.0	5.13939327234398e-123	0.0	7.36451406071656e-123
EC:1.1.1.328	Nicotine blue oxidoreductase	0.0	1.01933071149528e-48	1.89123613840382	1.46065400321144e-48
EC:1.1.1.329	2-deoxy-scyllo-inosamine dehydrogenase	0.0	6.349489400387979e-56	0.0	9.09852612742385e-56
EC:1.1.1.330	Very-long-chain 3-oxoacyl-CoA reductase	0.0	4.26260792250113e-126	0.0	6.10812100126832e-126
EC:1.1.1.333	Decaprenylphospho-beta-D-erythro-pentofuranosid-2-ulose 2-reductase	0.0	2.2837190821091e-54	2.63422860007321	3.27246435516474e-54
EC:1.1.1.335	UDP-N-acetyl-2-amino-2-deoxyglucuronate dehydrogenase	1300.47928856954	1428.18291772844	1531.73297002031	1319.46884498546
EC:1.1.1.336	UDP-N-acetyl-D-mannosamine dehydrogenase	7984.22174921272	8694.74154702251	9414.74732763373	8212.716683706
EC:1.1.1.337	L-2-hydroxycarboxylate dehydrogenase (NAD(+))	0.0	7.72857617645396e-56	0.0	1.1074694016333799e-55
EC:1.1.1.338	(2R)-3-sulfolactate dehydrogenase (NADP(+))	0.0	1.82559309851941e-51	19.3183188508601	67.95
EC:1.1.1.339	dTDP-6-deoxy-L-talose 4-dehydrogenase (NAD(+))	0.076932917465823	6.74524656808507e-08	0.098879298310305	3.13743790795973e-14
EC:1.1.1.34	Hydroxymethylglutaryl-CoA reductase (NADPH)	3003.01065455829	3171.51767797032	3432.75834172902	2956.27660249321
EC:1.1.1.340	1-deoxy-11-beta-hydroxypentalenate dehydrogenase	0.0	8.157328233342459e-126	0.0	1.1689075984047399e-125
EC:1.1.1.341	CDP-abequose synthase	0.0	5.42995264841682e-17	0.0	7.78087227600946e-17
EC:1.1.1.342	CDP-paratose synthase	3.80506517218047e-15	1.4447899399463299e-11	4.481410681019261e-15	3.86054667710058e-15
EC:1.1.1.343	Phosphogluconate dehydrogenase (NAD(+)-dependent, decarboxylating)	12041.7184976399	12343.3369534992	13449.4075179654	12354.177877903
EC:1.1.1.344	dTDP-6-deoxy-L-talose 4-dehydrogenase (NAD(P)(+))	0.0	3.9385957812165296e-55	0.0	5.64382651281696e-55
EC:1.1.1.346	2,5-didehydrogluconate reductase (2-dehydro-L-gulonate-forming)	810.920883162391	879.779513025573	1603.37583639093	2352.73142067596
EC:1.1.1.347	Geraniol dehydrogenase (NAD(+))	0.0	2.84504118651162e-124	0.0	4.0768131005134395e-124
EC:1.1.1.35	3-hydroxyacyl-CoA dehydrogenase	20620.8641126574	24299.455601245	25139.8607455832	24359.788309788
EC:1.1.1.350	Ureidoglycolate dehydrogenase (NAD(+))	9.99487269424754	5.66501894883993	0.031942498320141	203.242087582614
EC:1.1.1.359	Aldose 1-dehydrogenase (NAD(P)(+))	0.0	5.3832679368647496e-126	0.0	7.71397523263746e-126
EC:1.1.1.36	Acetoacetyl-CoA reductase	9716.22998233324	11223.3778756864	11472.9757778104	10316.2834262766
EC:1.1.1.360	Glucose/galactose 1-dehydrogenase	0.0	2.88903137559363e-127	0.0	4.1398490171792e-127
EC:1.1.1.361	Glucose-6-phosphate 3-dehydrogenase	0.008013345071313	1.384716714415e-12	0.010299283633976	1.98423533149226e-12
EC:1.1.1.362	Aklaviketone reductase	0.0	3.3632489032066703e-121	0.0	4.8193809122644804e-121
EC:1.1.1.363	Glucose-6-phosphate dehydrogenase (NAD(P)(+))	11941.0999278233	16032.5695198992	13237.4880759357	13460.9939476946
EC:1.1.1.364	dTDP-4-dehydro-6-deoxy-alpha-D-gulose 4-ketoreductase	0.0	5.2559437609852695e-127	0.0	7.53152554765627e-127
EC:1.1.1.367	UDP-2-acetamido-2,6-beta-L-arabino-hexul-4-ose reductase	7172.65612730585	8368.3214987571	7906.81960529867	7265.69301690806
EC:1.1.1.368	6-hydroxycyclohex-1-ene-1-carbonyl-CoA dehydrogenase	3.3217314219447	4.29258231310916e-53	0.0	6.15107292368339e-53
EC:1.1.1.369	D-chiro-inositol 1-dehydrogenase	2763.5201940832	2653.90158498313	2811.47402321674	2509.29005044102
EC:1.1.1.37	Malate dehydrogenase	10024.1795738931	10466.5756744387	11902.6593485026	11080.9307620386
EC:1.1.1.370	Scyllo-inositol 2-dehydrogenase (NAD(+))	0.063151574501464	7.73195539135339e-54	0.764459733161118	1.1079536275784001e-53
EC:1.1.1.371	Scyllo-inositol 2-dehydrogenase (NADP(+))	2443.770550638	2489.59719144103	2716.23174197933	2344.67864355301
EC:1.1.1.373	Sulfolactaldehyde 3-reductase	0.0	1.7970543651475601e-10	0.0	96.0000000002575
EC:1.1.1.374	UDP-N-acetylglucosamine 3-dehydrogenase	0.0	1.08533949481043e-53	0.072725780053814	1.55524155218753e-53
EC:1.1.1.376	L-arabinose 1-dehydrogenase (NAD(P)(+))	230.786500843402	236.267434753532	257.70565064016	221.883037460125
EC:1.1.1.377	L-rhamnose 1-dehydrogenase (NADP(+))	0.0	1.92611375699775e-51	0.0	2.76003238014126e-51
EC:1.1.1.378	L-rhamnose 1-dehydrogenase (NAD(P)(+))	0.0	1.92611375699775e-51	0.0	2.76003238014126e-51
EC:1.1.1.38	Malate dehydrogenase (oxaloacetate-decarboxylating)	10638.2420186259	10964.7431777141	11826.3842547817	11670.4069930169
EC:1.1.1.380	L-gulonate 5-dehydrogenase	302.804664924157	19.2202575573174	0.137092520762203	864.667002926206
EC:1.1.1.381	3-hydroxy acid dehydrogenase	0.0	18.5174288554895	492.19	1246.27462343666
EC:1.1.1.385	Dihydroanticapsin 7-dehydrogenase	0.0	1.01933199508043e-48	0.0	1.46065584252989e-48
EC:1.1.1.387	L-serine 3-dehydrogenase (NAD(+))	0.0	1.92416716970121e-50	0.0	2.75724301012108e-50
EC:1.1.1.388	Glucose-6-phosphate dehydrogenase (NAD(+))	230.786500843402	236.267434753532	257.70565064016	221.883037460125
EC:1.1.1.39	Malate dehydrogenase (decarboxylating)	0.0	6.730606084551e-131	0.0	9.64464879805033e-131
EC:1.1.1.4	(R,R)-butanediol dehydrogenase	349.725764220319	521.696044900469	659.108287191512	1540.97011475507
EC:1.1.1.40	Malate dehydrogenase (oxaloacetate-decarboxylating) (NADP(+))	9740.80999966023	11762.6921266558	12005.431680749	11853.693445662
EC:1.1.1.41	Isocitrate dehydrogenase (NAD(+))	164.400843785602	543.970000000015	119.491499939906	55.7947664989852
EC:1.1.1.42	Isocitrate dehydrogenase (NADP(+))	11174.3422014573	13903.0914074437	13353.6761116085	14307.8434606377
EC:1.1.1.43	Phosphogluconate 2-dehydrogenase	0.0	1.27996489244195e-50	0.0	1.8341307909509599e-50
EC:1.1.1.44	Phosphogluconate dehydrogenase (NADP(+)-dependent, decarboxylating)	12041.7184976399	12343.3369534992	13449.4075179654	12354.177877903
EC:1.1.1.47	Glucose 1-dehydrogenase (NAD(P)(+))	66.3814910399034	1308.50000613043	0.11293946727319	575.918160086736
EC:1.1.1.48	D-galactose 1-dehydrogenase	0.0	9.0	0.0	3.87818768229453e-51
EC:1.1.1.49	Glucose-6-phosphate dehydrogenase (NADP(+))	11941.0999278233	16032.5695198992	13237.4880759357	13460.9939476946
EC:1.1.1.51	3(or 17)-beta-hydroxysteroid dehydrogenase	0.0	1.30513028462657e-48	0.0	1.87019163992011e-48
EC:1.1.1.53	3-alpha(or 20-beta)-hydroxysteroid dehydrogenase	0.0	2.86275672658645	3.32250101145177	3.3664880623891e-12
EC:1.1.1.56	Ribitol 2-dehydrogenase	0.0	0.176662003690315	48.6816811491399	0.253148521864003
EC:1.1.1.57	Fructuronate reductase	1261.64967520945	1495.92371797703	1011.8143023649	1832.60038102321
EC:1.1.1.58	Tagaturonate reductase	288.052314374352	310.329592076526	14.7197961214022	500.846461999128
EC:1.1.1.6	Glycerol dehydrogenase	1599.27740587442	2018.18021691839	1017.06165516111	1650.95434217114
EC:1.1.1.60	2-hydroxy-3-oxopropionate reductase	1946.16320495871	3011.42755781648	2483.43220090298	3918.9553465245
EC:1.1.1.61	4-hydroxybutyrate dehydrogenase	7.94955670362454	1.7970543651475601e-10	0.150903141133949	96.0664206843405
EC:1.1.1.62	17-beta-estradiol 17-dehydrogenase	0.0	4.29982620919708e-124	0.0	6.16145309343629e-124
EC:1.1.1.65	Pyridoxine 4-dehydrogenase	0.0	4.0654365642655e-52	0.0	5.8255835181162206e-52
EC:1.1.1.67	Mannitol 2-dehydrogenase	66.28	1319.69999919335	2.63422860007321	507.97
EC:1.1.1.69	Gluconate 5-dehydrogenase	1872.16404208125	2059.72194895642	1147.80938681897	1875.06323205342
EC:1.1.1.76	(S,S)-butanediol dehydrogenase	3089.54153121269	3264.32938290241	4250.27803954932	4200.07140566797
EC:1.1.1.77	Lactaldehyde reductase	105.338922843914	20.4787051822285	5.83157434094824	350.008030940049
EC:1.1.1.79	Glyoxylate reductase (NADP(+))	242.666239444849	1341.28823670737	261.969941762233	773.930145795504
EC:1.1.1.81	Hydroxypyruvate reductase	137.045012637374	2697.18967535787	332.95495655258	1298.23788272368
EC:1.1.1.82	Malate dehydrogenase (NADP(+))	0.041608740037205	7.62687388009718e-55	0.053478317916157	1.09289593056712e-54
EC:1.1.1.83	D-malate dehydrogenase (decarboxylating)	309.958807081004	519.656597650494	954.922186434507	1494.02579633134
EC:1.1.1.85	3-isopropylmalate dehydrogenase	11256.8966999711	13162.3440632408	12878.8078325902	12615.0066801555
EC:1.1.1.86	Ketol-acid reductoisomerase (NADP(+))	10450.5888576609	12299.19636328	11904.8763651275	11837.2134681648
EC:1.1.1.87	Homoisocitrate dehydrogenase	0.0	5.1092213523007e-51	0.0	7.321279087710451e-51
EC:1.1.1.88	Hydroxymethylglutaryl-CoA reductase	3.74296599197191	3.95137016814851e-50	75.9667952290797	67.95
EC:1.1.1.9	D-xylulose reductase	0.0	9.35730479756625	0.0	0.512001332880689
EC:1.1.1.90	Aryl-alcohol dehydrogenase	2.3332259550084	10.6127756881358	128.931306224169	8.75954775532362
EC:1.1.1.91	Aryl-alcohol dehydrogenase (NADP(+))	0.0	8.52291243037334e-12	1.4886496664701	1.2212941315369199e-11
EC:1.1.1.93	Tartrate dehydrogenase	309.958807081004	519.656597650494	954.922186434507	1494.02579633134
EC:1.1.1.94	Glycerol-3-phosphate dehydrogenase (NAD(P)(+))	11449.6951051227	13403.3058315638	12851.5583064377	12850.6171307575
EC:1.1.1.95	Phosphoglycerate dehydrogenase	22771.398412369	25959.3990742404	26071.3807278232	25389.9047514189
EC:1.1.2.3	L-lactate dehydrogenase (cytochrome)	8863.91550428505	9589.83975121307	11183.3958947293	10498.175862414
EC:1.1.2.4	D-lactate dehydrogenase (cytochrome)	147.530417781331	9.0	171.045833276603	67.95
EC:1.1.2.6	Polyvinyl alcohol dehydrogenase (cytochrome)	0.0	2.66083912100099e-52	0.0	3.8128600170306105e-52
EC:1.1.2.7	Methanol dehydrogenase (cytochrome c)	0.0	1.10755861381043e-50	0.0	1.5870805272612599e-50
EC:1.1.2.8	Alcohol dehydrogenase (cytochrome c)	49.7106557441925	981.387945704223	68.0	380.982525624283
EC:1.1.3.12	Pyridoxine 4-oxidase	0.0	2.85953868643142e-24	0.0	4.0975873507696104e-24
EC:1.1.3.15	(S)-2-hydroxy-acid oxidase	1238.18733764723	1861.47	173.868506534679	810.062472730006
EC:1.1.3.17	Choline oxidase	0.0	7.1788043437868e-56	0.0	1.02868962788751e-55
EC:1.1.3.21	Glycerol-3-phosphate oxidase	0.0	1.50613589709251e-48	0.0	2.15822343294404e-48
EC:1.1.3.37	D-arabinono-1,4-lactone oxidase	0.0	1.7986506118991699e-56	0.0	2.57738355866402e-56
EC:1.1.3.41	Alditol oxidase	0.019556512168894	2.95554581966678e-53	0.025135329119895	4.2351611547526e-53
EC:1.1.3.43	Paromamine 6'-oxidase	0.0	3.701852533994711e-15	0.0	5.3045843337202806e-15
EC:1.1.3.44	6'''-hydroxyneomycin C oxidase	0.0	3.701852533994711e-15	0.0	5.3045843337202806e-15
EC:1.1.3.45	Aclacinomycin-N oxidase	0.0	6.01026287156236e-54	0.0	8.61243012174398e-54
EC:1.1.3.46	4-hydroxymandelate oxidase	0.0	5.9403820150670594e-12	68.0	8.51229407008125e-12
EC:1.1.3.47	5-(hydroxymethyl)furfural oxidase	0.0	8.92259601759728e-54	0.0	1.2785669503692101e-53
EC:1.1.3.48	3-deoxy-alpha-D-manno-octulosonate 8-oxidase	0.0	7.28196577314647e-49	0.0	1.0434721859986199e-48
EC:1.1.3.6	Cholesterol oxidase	9.90203205526702e-07	1.07249463752741e-06	535.118819839798	281.028407195136
EC:1.1.3.8	L-gulonolactone oxidase	0.0	6.4223734268529306e-52	1.89	9.202965583456751e-52
EC:1.1.3.9	Galactose oxidase	0.0	6.53399948467207e-53	0.0	9.36292058763499e-53
EC:1.1.5.2	Quinoprotein glucose dehydrogenase (PQQ, quinone)	215.409344255808	4279.52634738883	1428.47037935202	4072.60065749511
EC:1.1.5.3	Glycerol-3-phosphate dehydrogenase	38585.9285672209	43126.2473296865	44560.573658682	41533.1246560544
EC:1.1.5.4	Malate dehydrogenase (quinone)	389.859556512169	1327.77634184377	515.099429276102	1762.08211082611
EC:1.1.5.6	Formate dehydrogenase-N	0.0	1.12642575763243	0.0	1.61411627615216
EC:1.1.5.8	Quinate dehydrogenase (quinone)	41.4246721279038	842.068387076458	716.474453167827	2318.69739792236
EC:1.1.9.1	Alcohol dehydrogenase (azurin)	24.8553278720963	490.693972852112	87.3183188508598	190.491262812142
EC:1.1.98.2	Glucose-6-phosphate dehydrogenase (coenzyme-F420)	0.0	1.08323653874801e-54	1.18569773411471	1.55222811292144e-54
EC:1.1.98.3	Decaprenylphospho-beta-D-ribofuranose 2-dehydrogenase	0.0	3.23389067590445e-54	3.37845720014641	4.6340165251951e-54
EC:1.1.99.1	Choline dehydrogenase	16080.7819766306	18787.124220306	19453.5566316665	17945.7941317094
EC:1.1.99.2	L-2-hydroxyglutarate dehydrogenase	0.0	2.9244992426735197e-55	0.0	4.19067283858611e-55
EC:1.1.99.21	D-sorbitol dehydrogenase (acceptor)	891.875501615136	922.056596100961	995.904680706193	857.468026125661
EC:1.1.99.24	Hydroxyacid-oxoacid transhydrogenase	0.0	1.59949718521676e-53	0.0	2.29200586263618e-53
EC:1.1.99.28	Glucose-fructose oxidoreductase	0.0	1.6779329357925298e-49	0.0	2.40440068384718e-49
EC:1.1.99.3	Gluconate 2-dehydrogenase (acceptor)	82.8493442558076	1679.4061889479	0.782805421499898	969.430545824051
EC:1.1.99.31	(S)-mandelate dehydrogenase	0.0	11.134259090668	88.062547450933	151.854880913694
EC:1.1.99.38	2-deoxy-scyllo-inosamine dehydrogenase (AdoMet-dependent)	0.0	1.20410949441961e-39	0.0	1.72543349620939e-39
EC:1.10.2.2	Quinol--cytochrome-c reductase	9740.81025567927	11712.3239376573	11389.7303011259	10335.8102594073
EC:1.10.3.1	Catechol oxidase	0.0	1.28952222224451e-57	0.0	1.84782600476007e-57
EC:1.10.3.11	Ubiquinol oxidase (non-electrogenic)	0.0	12.4943718891341	0.0	9.617112528744729e-48
EC:1.10.3.12	Menaquinol oxidase (H(+)-transporting)	1294.24	1.28364140250387e-53	0.962722925731518	1.83939906068838e-53
EC:1.10.3.3	L-ascorbate oxidase	0.0	8.43256226189718e-16	0.0	1.20834736815706e-15
EC:1.10.5.1	Ribosyldihydronicotinamide dehydrogenase (quinone)	0.0	2.3372716690013797e-56	0.0	3.3492027478614597e-56
EC:1.10.9.1	Plastoquinol--plastocyanin reductase	0.0	5.35025725246755e-53	0.0	7.66667244094312e-53
EC:1.11.1.1	NADH peroxidase	3.50064427059364	5.73522588940201e-57	2.7	8.21831478263642e-57
