#OTU ID	HC-DS	HC-HD	HC-HX	HC-XY
K00213	0	2.46521158562929E-52	0	3.53253476100071E-52
K00214	0	3.40979039809294E-54	0	4.88607273274476E-54
K00215	10635.1304144846	12298.15	11981.9961851664	12529.9088505941
K00216	2447.01693882862	2608.20154991664	3054.07589018932	3458.66974394053
K00217	0	3.09304063896837E-12	165.36336229828	0.176418930198026
K00218	0	1.51000640722408E-53	0	2.163769695854E-53
K00219	10551.6248567208	12557.2406187931	13219.6712023386	13417.2166208692
K00220	0	9	0	3.12315561156022E-53
K00221	0	1.42089283826207E-14	3.20777206136262E-05	48
K00226	97.8422225240213	20.1800000000516	8.32856186472964	246.62
K00227	0	4.60011214932277E-51	0	6.59174902743134E-51
K00228	10551.424753257	12564.9016187387	12771.2856194691	12347.286571333
K00230	9687.21877551845	10416.8742512712	11324.7820352844	10045.4373139369
K00231	323.579556512169	2.57881457013796E-11	5.10937333541642	7.89627496818863E-24
K00232	0	0.00024507538427	1.78305776744283	0.000351181748068
K00239	10913.2972087585	12586.2967915578	12806.6868715305	12369.9354420798
K00240	10100.5024956975	11753.5797310629	11896.2800742946	11594.1882345581
K00241	10131.2442286697	12570.2934560034	11909.7580853708	11906.5233606245
K00242	8440.39957414133	10322.2848794459	10352.2606741089	10262.6430973664
K00243	10497.036614101	12268.9400004124	11341.0628781839	10681.8508951631
K00244	13190.9167064231	14552.5099802598	14993.8643407447	13356.2169005859
K00245	10488.5996156906	11233.2596627858	12195.2953192938	10628.5154419334
K00246	9674.53	10403.6404271959	11290.13	9849.52668389427
K00247	9674.52999960027	10406.5031834896	11290.1299995292	9849.52668348873
K00248	459.719579643392	1308.5	220.68396112385	709.900037777164
K00249	1145.60795069461	3934.5	2023.1890856865	4420.01491838245
K00252	66.28	1326.5	609.48	1471.36083821562
K00253	6737.81599456731	8563.48939051171	8517.1829967381	8222.77423530581
K00254	11526.1493133176	15125.0297182157	13784.9601493019	13856.250140666
K00255	0	6.74901328175309E-51	677.315314713242	281.027962942323
K00256	0	4.63711961525305E-14	0	6.64477902314341E-14
K00257	18781.7593610171	23383.2839379029	24593.3236772341	24600.4701659302
K00259	10213.6345723014	10425.4742262865	11311.110543349	9735.40848963787
K00260	417.921105893276	1.42080603633609E-52	3.53873006927505	246.62
K00261	94.3474178164983	11.9729280294947	563.512853995403	1551.53307559424
K00262	481.898760040093	1920.3474336184	604.679025637458	2312.37939660113
K00263	413.400413678995	1308.50022528496	51.5831802926747	549.730322822977
K00265	27467.3434843939	29704.1137969477	31424.4414748421	28407.8602433284
K00266	23796.1625965046	26557.5070517895	26011.3805766319	24797.1333425853
K00270	323.579556512169	1.36322324536666E-54	2.29346673475318	1.95343617940715E-54
K00271	0	6.94427942022633E-54	0.353992953339554	9.95083285550492E-54
K00273	0	3.75959176182333E-53	0	5.38732199022284E-53
K00274	1699.46228708322	2606.49646036151	1039.46377459949	1301.95434018636
K00275	9740.85782157918	11753.8147974046	11883.3476989959	11583.9866827064
K00276	0	0.176662003758988	612.735479595376	1123.99337014604
K00278	11173.6469529742	12851.4785475772	12705.5902050627	12578.4865574149
K00279	0	1.1681087838137E-55	0	1.67384613454947E-55
K00280	0	1.45644395746691E-126	0	2.08701717012576E-126
K00281	12172.653453764	14248.6840983428	14123.7195301198	12815.6725635232
K00282	604.21037845591	267.798051109205	29.924956708572	695.344474479015
K00283	604.21037845591	267.798051109205	29.924956708572	695.344474479015
K00284	392.195336482134	543.97	71.2131844801227	249.677955431019
K00285	10131.2925552573	14464.6120501319	12774.8876587959	14194.8539101904
K00286	10656.2573975289	12880.9030809823	12426.5416329308	13248.6614122041
K00287	10576.6768583585	12301.4661179451	11939.6736877861	12321.0852334788
K00288	4.69703366943055E-13	5.08738278291607E-13	5.53192544747688E-13	4.76552093162876E-13
K00289	0	6.74524437859543E-08	0	1.97705648531409E-135
K00290	224.469754180232	564.150000000026	10.1940549201304	5.93570118656793E-49
K00293	0	1.81314096857959E-51	0	2.59814757298689E-51
K00294	676.618375085401	1.62076639507052E-52	5.86726008682614	3.672511571054
K00295	0	2.63024402782783E-125	0	3.76901865640247E-125
K00296	0	4.69975292938468E-66	0	6.73452968010788E-66
K00297	10039.634123913	11753.8147995191	12412.4833378863	13293.2766839146
K00298	0.063151574501464	1.46406520968091E-53	0.081166600456427	2.09793807384261E-53
K00299	242.795855211399	1326.27530405024	648.277995809357	1862.70798989049
K00301	0	9.00022528495717	87.97264962741	0.000322822976728
K00302	14.7164107699118	30.4943718891342	2.09458534980979	3.36523350103674
K00303	16.1717702478155	39.4943718891365	50.401225455077	139.26523350104
K00304	0	30.4943718891342	0	1.03072097266984E-13
K00305	0	30.4943718891342	0	1.03072097266984E-13
K00306	0	2.39004676823306E-55	0	3.42482703651803E-55
K00311	14532.013905451	16982.630698658	17560.1863489121	16447.4725094242
K00313	160.912032496046	0.082759761747098	2.17223182583296	195.483824431279
K00314	0	7.72513119113651E-124	0	1.10697575109012E-123
K00315	0	18	0	1.03173067153808E-50
K00316	0	11.7962629991162	0	16.9035020511828
K00317	0	2.01029116774962E-51	0	2.88065473617165E-51
K00318	647.139556512169	6.02815813924342E-06	4.89637389290654	67.9227058910081
K00319	0	4.59606576724722E-56	0	6.58595074811872E-56
K00320	0	1.23903658098098E-53	1.48845720014642	1.77548240401827E-53
K00322	9740.81025057955	11736.2513323253	11782.3202951197	11480.8837222924
K00324	10617.7044983849	13891.4120936475	13350.7207437695	14097.4354419335
K00325	10551.4244983749	12570.7876953938	12789.049425604	12362.9481391763
K00326	0	3.34937776953672E-51	0	4.79950421602095E-51
K00327	0	5.08821201618529E-54	0	7.29117367583998E-54
K00329	0	4.26705433222406E-55	0	6.11449250179163E-55
K00330	347.050414861979	57.7783041946341	297.095623370109	233.793468059135
K00331	347.67518430556	57.7726415223602	588.297522924782	1340.13346805913
K00332	347.67518430556	18	103.350630991272	109.71
K00333	347.67518430556	18	103.635091469465	109.71
K00334	189.512350370557	48.8096546531389	632.884700814839	1556.3391297212
K00335	266.724084124203	38.7287793140458	640.845860986453	1558.35774885062
K00336	392.62252688166	38.7287793140458	658.719719795804	1620.54415643459
K00337	347.67518430556	57.7783043058796	604.782455371973	1357.50616531207
K00338	347.050414861979	57.7637303388059	603.294527715163	1357.51258439438
K00339	347.050414861979	56.6828549997128	603.979363929193	1355.9637397719
K00340	347.050414861979	57.7839922357025	603.23513532912	1357.53346805913
K00341	347.050414861979	47.7031171191603	621.299034574951	1373.38462343668
K00342	347.69324692562	56.697428855541	604.073188357969	1355.98462343666
K00343	347.050414861979	56.6974289667865	603.388103306507	1355.98462343666
K00344	10330.4857647127	14218.4740405816	13051.9581791593	12008.5572782935
K00346	9740.85160874004	11743.2957112217	11297.0134783179	10259.3199008896
K00347	9741.16689323972	11762.4604615427	11297.4187029266	10259.8315751511
K00348	9741.77287804432	11744.4835745182	11298.1975548532	10261.0220543318
K00349	9741.16689339389	11744.3765865608	11297.4187031081	10260.8687455121
K00350	9741.16689339389	11744.3765865608	11298.2239471286	10260.8687455121
K00351	9741.12528449968	11744.5004088088	11297.3652246086	10259.3199007332
K00354	417.927952196749	276.171948890795	69.3094618931918	588.99791899033
K00355	1695.73997587822	2998.35376276478	2462.02757007622	3552.35058344554
K00356	0.041608740037205	9	0.335896212608337	67.95
K00360	0	2.89904545711833E-54	0	4.15419873518787E-54
K00362	25990.5538217471	30325.8006866105	31219.2277211257	29389.1801734213
K00363	16880.6511021589	20592.4598892163	19589.0281191613	18016.9569051965
K00364	10489.0683830536	11244.9197334376	12287.0398226328	10822.5307825091
K00365	0	9	1.83048028530495	5.50719470420239E-52
K00366	313.714899922967	276.171948890795	13.2650422607516	3.05795543101926
K00367	0	1.1053661077503E-53	0	1.58393876696926E-53
K00368	0	9	5.79238929811404	67.95
K00370	71.4123796060773	1338.4037902623	36.5990325663974	848.935988869481
K00371	63.1290189665585	1169.01949264401	33.6221181661046	777.063558347727
K00372	9834.9182515209	11733.9632208734	11876.8362932518	11399.0122898402
K00373	63.1290189665585	1169.019492644	33.5627257800615	777.063558347716
K00374	63.1290189665585	1169.019492644	32.7115549474311	777.063558347716
K00375	15537.4795977845	17090.9140394786	19138.7313359672	19627.3606477806
K00376	66.3278227500862	1317.5	0.343882871292022	575.892697252935
K00380	13292.9637607093	15212.9184660091	15811.1087793243	14996.1806103399
K00381	9887.99724900912	11735.2049760157	11850.3373086645	11549.7102608047
K00382	13599.5284987652	14681.4099871517	15688.2007815007	17499.6245850281
K00383	10552.9089973758	12564.9870759963	12556.8858238953	11239.8260442311
K00384	12781.9860539618	14445.5156974358	13036.5559235784	13875.3289490173
K00385	306.569423389458	277.830007863345	11.1198564572642	345.985233501038
K00387	0	1.80014410533892E-54	0.803652081606419	2.57952366603736E-54
K00389	323.564339736571	2.35258553793254	2.87889781206705	164.409601689335
K00390	10884.9390241094	12565.5445507258	12774.2037961707	12333.0174871962
K00392	3.92515093623193	6.54473400588232E-53	5.86389057167439	0.307278070017369
K00394	171.246214875618	543.97	0.062540404222557	3.36523350103663
K00395	171.262864411825	543.97	0.083939494644942	3.36523350103663
K00399	0	6.47036742438126E-56	0	9.27173877338353E-56
K00400	0	7.26955823979974E-56	0	1.04169424356556E-55
K00401	0	6.22984417230535E-56	0	8.92708002127476E-56
K00402	0	6.22984417230535E-56	0	8.92708002127476E-56
K00404	9889.93921621537	14676.5751621753	11358.7211098232	11579.7280586895
K00405	10617.7047542497	13869.1711951972	12263.2956206383	11656.2312502477
K00406	10617.7044982307	13855.0184870399	12263.2953191122	11656.2719737179
K00407	9740.80999984582	11712.1319408605	11358.1299998184	10368.9326970965
K00410	0	2.83222429410229E-13	0	4.05844708348354E-13
K00411	9740.81025567927	11712.3239376573	11389.7303011259	10335.8102594073
K00412	9740.80997237984	11713.7899700845	11389.7299674704	10335.8099719771
K00413	9740.81025601904	11714.9949750496	11389.7303015261	10335.810259752
K00417	0	1.24422249415633E-37	0	1.78291357895929E-37
K00422	0	1.28952222224451E-57	0	1.84782600476007E-57
K00423	0	8.43256226189718E-16	0	1.20834736815706E-15
K00425	33007.4713698729	37094.1447490091	38664.2478604953	36304.6528909834
K00426	23093.4886146598	26545.8287074105	27165.454199821	26429.5202065702
K00427	0	0.176668134172642	524.509806060826	1254.79315730656
K00428	11443.299998236	13470.4442462977	13278.5183167733	12111.0546567091
K00430	0	1.9393958588954E-53	0	2.77906502096045E-53
K00432	981.83005675588	5346.89446357344	1190.54658268219	4275.77332118221
K00433	378.384126260966	2167.30408398527	504.222698487266	1069.78253170635
K00435	0	4.22009381848396E-51	0.019963903006624	6.04720024657573E-51
K00436	0	7.17649568792424E-48	0	1.02835880812611E-47
K00437	0	6.81464967904866E-53	0	9.76507940154623E-53
K00440	0	5.42604729658489E-56	0	7.77527608654619E-56
K00441	1.09520362984651E-29	3.65111617997467	1.28987468613387E-29	2.09383724863116E-29
K00442	0	1.53577864528982E-53	0	2.20070012704568E-53
K00443	0	5.42604729658489E-56	0	7.77527608654619E-56
K00446	217.810911572753	826.864485603298	1.83723809725146	317.589808211452
K00448	66.28	1329.26991043904	614.554183568491	1648.57596166934
K00449	958.155501615136	2245.18926326658	1678.45886427468	2506.04398779499
K00450	661.172594546733	682.631393258921	973.090996762597	869.491580832133
K00451	8930.19550395525	10885.1289698083	10473.4769995472	9539.04072575283
K00452	0	9.05844458338925	119.734030946174	102.806445651498
K00453	323.579556512169	21.1535695795514	103.669956081227	102.765505938833
K00455	901.024259199711	922.553513384471	1116.37886520078	1034.13198736044
K00456	0	12.4943718891341	0.254986318480776	3.36366097420046E-53
K00457	8955.32614236248	11409.720747687	11033.3463357467	10870.2840073931
K00459	242.982465193636	1335.44209215008	1590.18406599562	2926.56677649405
K00461	0	1.47431779466093E-123	0	2.11262955632759E-123
K00462	0	5.85618490301591E-55	20.1694896834904	8.39164348299559E-55
K00463	0	9.01105493046062E-56	0	1.29124270552271E-55
K00464	0	1.38435570192002E-40	6.41554412272525E-05	1.98371801719959E-40
K00466	0	0.144559178810708	0	0.207146651081549
K00467	0	3.72610567048034E-52	0	5.33933796225188E-52
K00469	0	1.89998053829478E-54	0	2.72258468030761E-54
K00471	0	2.35248404426613E-48	0	3.37100138159065E-48
K00472	0	9.6071824318883E-49	68.0147442410283	1.3766650332879E-48
K00474	0	12.4943718891341	0	1.87243238124381E-48
K00476	0.005630126507679	11.7962629844385	0.007236212752816	16.9035020301504
K00477	891.875501615136	925.550967990093	995.904680706193	925.418026125657
K00479	0	27	0	6.54487976223928E-14
K00480	82.8493442558076	1644.7644881037	303.626199605529	799.125905007946
K00481	66.28	1329.26991043904	546.999473692422	1368.07657826087
K00483	852.64194156466	26.8270888651641	5.71346890963269	121.545397997781
K00484	891.875502401464	933.746440546265	995.90468163229	979.013422058021
K00485	0	1.31912343602304E-54	0	1.89024318195088E-54
K00486	0	1.89502316133225E-49	31.6	34.8
K00491	323.579556512169	3.66864357989252E-52	1.22037188339711	5.25699743066241E-52
K00493	0	9	3.75339226324311	2.97241370238996E-53
K00494	2.03856153313135E-07	2.20797711395259E-07	2.40091326037779E-07	2.06828571823468E-07
K00496	810.614498384864	840.999989571011	1402.68316888	1919.03685478803
K00499	0	2.38044348150927E-39	679.244500696487	1966.45159380951
K00500	8930.19550161513	10885.1289672737	10504.0242236856	9488.51802612566
K00504	0	3.0399404107587E-55	0	4.35609472021633E-55
K00505	891.875501615136	913.056596100959	995.911212196779	857.468026125657
K00507	9184.64049295218	9820.43550654592	11622.8232771767	10727.1478816116
K00508	0	24.7814923119157	532.106071139602	1194.05073811742
K00510	0	4.05282421846045E-52	1.83057651846679	5.80751060695768E-52
K00511	0	5.19163289765207E-51	0	7.43937103988144E-51
K00514	0	1.08619291429338E-53	0	1.55646446303494E-53
K00515	0	1.33575145556002E-57	0	1.91407036877873E-57
K00517	0.053308060062762	27.3485337680071	46.1273586842801	8.38874458249193
K00518	0.047822750086218	1.67509229481949E-48	0.061464976599842	2.4003301760501E-48
K00520	205.24088694852	1145.64067212002	16.3357517875563	578.952863076164
K00522	0	1.24422249415633E-37	0	1.78291357895929E-37
K00523	66.28	1320.36275672659	156.285823929361	827.701730618036
K00524	0	7.92110864616145E-54	0	1.1350584185692E-53
K00525	15452.3171278649	18578.2198324597	16825.0840002602	17902.2361984779
K00526	12134.3916392366	14872.2766109909	14070.8290702118	14786.1304763276
K00527	10541.3166324691	12827.7916617733	11346.0895770607	11372.7934944683
K00528	9445.51520064482	13048.6038727198	10993.2806619531	12738.2273011174
K00529	891.875501615136	958.382307322559	1679.70430703088	2075.56010597481
K00531	12.9391236653891	0.082759761655474	0	3.48382443114759
K00532	94.6135001793889	3.77892743336314E-53	2.60463107572274	246.553579315917
K00533	169.12019635337	543.97	6.1468886551286	8.73603736695612E-53
K00534	13.0876171314531	4.99309435497342E-53	0	7.15487444433599E-53
K00537	10464.1971795537	13628.4617961354	12124.7799228928	12651.3313463671
K00542	0	1.05843407783288E-51	0	1.51668732776053E-51
K00543	0	0.144569965845141	0	0.207162108405506
K00544	0	1.41107990374073E-40	0	2.02201256864579E-40
K00545	0	2.95362048882198E-56	0	4.23240224424961E-56
K00547	552.157431571617	561.98880450071	11.05310293928	25.8201176813731
K00548	12989.7402064165	14800.1485283414	14720.0844219935	14222.8696246006
K00549	18668.7367925314	21015.5096679749	21655.0470112087	20114.9470970861
K00554	10507.274341214	12301.0055876345	11944.8424178167	12078.0259817255
K00555	0	3.08863648424664E-54	0	4.42587395268594E-54
K00556	8698.00693038057	9007.97454736165	9760.70104313082	8530.45707340452
K00557	10875.4474480478	12553.4124880696	12689.3350776918	12259.0231003684
K00558	3893.02611533957	5248.82946921507	4126.89305883435	5418.44672691456
K00559	0	2.19455404444263E-56	0	3.14469495928048E-56
K00560	11428.2196728825	13098.8913731684	13108.226102692	13072.7148489928
K00561	96.9478557763183	1.83759517417585	4.19503032588608	246.553579315917
K00563	9924.88752647107	11726.0463631671	11803.1963942714	11480.8834680591
K00564	19817.3538003836	23459.9937871104	23128.7254049009	21775.9017217741
K00566	11317.0811417716	13168.7328054371	12862.3826645531	12857.8863431754
K00567	10556.0759633989	11255.2765875401	12002.8297482194	11641.2541850319
K00568	9787.51754804297	12553.0988718462	11983.1179749457	11936.238105821
K00569	9782.23467211791	12522.5960271371	11290.1299999882	10618.4887371777
K00570	0	9	0	1.07356299215614E-50
K00571	3800.98007694074	3584.24366714347	3718.77838416217	4038.43920479361
K00573	10551.5089564361	12572.506192349	12394.7990633797	11342.3386577687
K00574	10088.3687479851	13378.8744563149	12628.3312283335	11937.9007203465
K00575	26062.1966261797	30814.4221021011	29759.0211534417	27278.8425611487
K00577	0	1.51129289291843E-54	0	2.16561317065402E-54
K00578	0	3.4747161040196E-56	0	4.97910828166292E-56
K00579	0	3.4747161040196E-56	0	4.97910828166292E-56
