"sample"	"description"	"taxon"	"taxon_rel_function_abun"
"98"	"HC-XY"	"Aminobenzoate degradation"	"Sporomusaceae"	0.021995538787192
"99"	"HC-XY"	"Aminobenzoate degradation"	"Xanthomonadaceae"	0.152027988676179
"100"	"HC-XY"	"Aminobenzoate degradation"	"Yersiniaceae"	0.031440681913457
"101"	"HC-XY"	"Benzoate degradation"	"Alcaligenaceae"	0.850369320758695
"102"	"HC-XY"	"Benzoate degradation"	"Clostridiaceae"	0.372834597089397
"103"	"HC-XY"	"Benzoate degradation"	"Enterobacteriaceae"	22.2847222392466
"104"	"HC-XY"	"Benzoate degradation"	"Lachnospiraceae"	0.222168561279298
"105"	"HC-XY"	"Benzoate degradation"	"Moraxellaceae"	0.925191606338965
"106"	"HC-XY"	"Benzoate degradation"	"Pseudomonadaceae"	0.357512627345998
"107"	"HC-XY"	"Benzoate degradation"	"Sporomusaceae"	0.06945959617008
"108"	"HC-XY"	"Benzoate degradation"	"Xanthomonadaceae"	0.120022096323299
"109"	"HC-XY"	"Benzoate degradation"	"Yersiniaceae"	0.066190909291488
"110"	"HC-XY"	"Caprolactam degradation"	"Alcaligenaceae"	1.12288149690917
"111"	"HC-XY"	"Caprolactam degradation"	"Enterobacteriaceae"	38.6342766646926
"112"	"HC-XY"	"Caprolactam degradation"	"Moraxellaceae"	1.28507549090716
"113"	"HC-XY"	"Caprolactam degradation"	"Pseudomonadaceae"	0.443607504951769
"114"	"HC-XY"	"Caprolactam degradation"	"Xanthomonadaceae"	0.130309704579582
"115"	"HC-XY"	"Caprolactam degradation"	"Yersiniaceae"	0.1347457796291
"116"	"HC-XY"	"Chloroalkane and chloroalkene degradation"	"Alcaligenaceae"	0.603567708433022
"117"	"HC-XY"	"Chloroalkane and chloroalkene degradation"	"Clostridiaceae"	0.870329732654037
"118"	"HC-XY"	"Chloroalkane and chloroalkene degradation"	"Enterobacteriaceae"	27.6874838433076
"119"	"HC-XY"	"Chloroalkane and chloroalkene degradation"	"Lachnospiraceae"	3.24138213788104
"120"	"HC-XY"	"Chloroalkane and chloroalkene degradation"	"Moraxellaceae"	0.31594161527852
"121"	"HC-XY"	"Chloroalkane and chloroalkene degradation"	"Pseudomonadaceae"	0.298058127621246
"122"	"HC-XY"	"Chloroalkane and chloroalkene degradation"	"Sporomusaceae"	0.60803858034734
"123"	"HC-XY"	"Chloroalkane and chloroalkene degradation"	"Xanthomonadaceae"	0.280174639963971
"124"	"HC-XY"	"Chloroalkane and chloroalkene degradation"	"Yersiniaceae"	0.072428125011963
"125"	"HC-XY"	"Chlorocyclohexane and chlorobenzene degradation"	"Alcaligenaceae"	0.524011365224277
"126"	"HC-XY"	"Chlorocyclohexane and chlorobenzene degradation"	"Enterobacteriaceae"	9.20097970717469
"127"	"HC-XY"	"Chlorocyclohexane and chlorobenzene degradation"	"Lachnospiraceae"	0.281413510953778
"128"	"HC-XY"	"Chlorocyclohexane and chlorobenzene degradation"	"Moraxellaceae"	0.305673296380828
"129"	"HC-XY"	"Chlorocyclohexane and chlorobenzene degradation"	"Pseudomonadaceae"	0.194078283416399
"130"	"HC-XY"	"Chlorocyclohexane and chlorobenzene degradation"	"Xanthomonadaceae"	0.182433586411415
"131"	"HC-XY"	"Chlorocyclohexane and chlorobenzene degradation"	"Yersiniaceae"	0.031440681913457
"132"	"HC-XY"	"Nitrotoluene degradation"	"Clostridiaceae"	1.03037925013797
"133"	"HC-XY"	"Nitrotoluene degradation"	"Enterobacteriaceae"	39.9685522606944
"134"	"HC-XY"	"Nitrotoluene degradation"	"Lachnospiraceae"	0.255830464503434
"135"	"HC-XY"	"Nitrotoluene degradation"	"Moraxellaceae"	0.096156967692671
"136"	"HC-XY"	"Nitrotoluene degradation"	"Pseudomonadaceae"	0.070573921242327
"137"	"HC-XY"	"Nitrotoluene degradation"	"Sporomusaceae"	0.179963499167933
"138"	"HC-XY"	"Nitrotoluene degradation"	"Xanthomonadaceae"	0.082924357459734
"139"	"HC-XY"	"Nitrotoluene degradation"	"Yersiniaceae"	0.057164876206285
"140"	"HC-XY"	"Polycyclic aromatic hydrocarbon degradation"	"Alcaligenaceae"	0.154120989771846
"141"	"HC-XY"	"Polycyclic aromatic hydrocarbon degradation"	"Enterobacteriaceae"	0.328791444846605
"142"	"HC-XY"	"Polycyclic aromatic hydrocarbon degradation"	"Moraxellaceae"	0.117588607011112
"143"	"HC-XY"	"Polycyclic aromatic hydrocarbon degradation"	"Pseudomonadaceae"	0.045665478450917
